id,Name,Date,Amount,
,PG CLF DEXIA INFRA III,18/12/1998,273552074.00,
,OUTRIGGER REEF,18/12/1998,2000000.00,
,AGIP VAL D AGRI 1 & 2,18/12/1998,103106602.00,
,DIYARBAKIR WASTEWATER,17/12/1998,32000000.00,
,KAMPALA INDUSTRIAL PARK,17/12/1998,225.00,
,JIRAMA POWER REHABILITATION II,17/12/1998,25000000.00,
,JIRAMA EAU,17/12/1998,4000000.00,
,STOCKHOLM RING ROAD - SOUTHERN LINK,17/12/1998,163066343.00,
,LEIRIA MOTORWAY (PPP),17/12/1998,149047586.00,
,CASSA DI RISPARMIO DI FIRENZE PG,17/12/1998,36087311.00,
,UGANDA APEX II,17/12/1998,15000000.00,
,RICOSTRUZIONE TERREMOTO UMBRIA-MARCHE,16/12/1998,118572592.00,
,TELECOM ITALIA,16/12/1998,131460917.00,
,TELECOMUNICAZIONI MEZZOGIORNO,16/12/1998,257766505.00,
,TELECOMUNICAZIONI MEZZOGIORNO,16/12/1998,23198985.00,
,METRO PORTO I,16/12/1998,99365057.00,
,INCA INFRASTRUCTURE GLOBAL LOAN,16/12/1998,40000000.00,
,WELSH DBFO ROADS - A55,16/12/1998,81166596.00,
,PG ENTREPRISES TUNISIENNES,14/12/1998,50000000.00,
,STEC - STE TUNIS. ENGRAIS CHIMIQUES,14/12/1998,1015000.00,
,STEC - STE TUNIS. ENGRAIS CHIMIQUES,14/12/1998,2030000.00,
,BARRAGES COLLINAIRES,14/12/1998,12200000.00,
,BARRAGES COLLINAIRES,14/12/1998,11000000.00,
,BARRAGES COLLINAIRES,14/12/1998,6800000.00,
,DEXIA KOMMUNBANK GL,14/12/1998,21742179.00,
,RINASCENTE MEZZOGIORNO,14/12/1998,15465990.00,
,SCOTTISH POWER ELECTRICITY (UK),14/12/1998,217410525.00,
,SIAME - STE IND. APPAREILS & MAT. ELEC,14/12/1998,2781000.00,
,DEUTSCHE BAHN BAHNHOFE (DE),11/12/1998,229309879.00,
,AIR LIQUIDE SICILIA,11/12/1998,13919391.00,
,MERCEDES BENZ EVZ & LACK 2000,11/12/1998,8458987.00,
,ELGIN & FRANKLIN FIELD - TEXACO,11/12/1998,85354091.00,
,CARRETERAS DE VIZCAYA II,11/12/1998,11004599.00,
,CARRETERAS DE VIZCAYA II,11/12/1998,16350823.00,
,WESTLB GL XII,10/12/1998,29998828.00,
,AIR LIQUIDE SICILIA,10/12/1998,13919391.00,
,INFRAESTRUCTURA CASTILLA LA MANCHA IV,10/12/1998,33545655.00,
,NORTHUMBRIAN WATER XI,10/12/1998,108705262.00,
,INFRASTRUKTUR KARLSRUHE,10/12/1998,15287325.00,
,MIDLAND BANK GL IV,10/12/1998,144940350.00,
,AIR LIQUIDE SICILIA,09/12/1998,7217462.00,
,MDR LANDESFUNKHAUS MAGDEBURG,09/12/1998,28026763.00,
,VA STAHL II (A),09/12/1998,35000000.00,
,VA STAHL II (A),09/12/1998,35000000.00,
,PUERTO AUTONOMO DE BILBAO 1 & 2,09/12/1998,5997793.00,
,MICRO COMPACT CAR (MCC),09/12/1998,89621796.00,
,VIAG INTERKOM,09/12/1998,130451842.00,
,FIAT AUTO IV,09/12/1998,64441626.00,
,FIAT AUTO IV,09/12/1998,193324879.00,
,RICOSTRUZIONE TERREMOTO UMBRIA-MARCHE,08/12/1998,61863961.00,
,ICO ENVIRONMENT GL III 1 & 2 (EIB/EEA),08/12/1998,46926731.00,
,UMEAA HEAT AND POWER,08/12/1998,5435545.00,
,UMEAA HEAT AND POWER,08/12/1998,5435545.00,
,STAATSOLIE,08/12/1998,4000000.00,
,ASSAINISSEMENT SETTAT,08/12/1998,9000000.00,
,INDUSTRIE CARTARIE TRONCHETTI,07/12/1998,7732995.00,
,INDUSTRIE CARTARIE TRONCHETTI,07/12/1998,18043655.00,
,BBL GL VIII,07/12/1998,49401989.00,
,CNA/SANEF A16 II (BEI/ED),03/12/1998,22340086.00,
,DEUTSCHE BANK GLOBAL LOAN III,03/12/1998,28541436.00,
,CNA/ASF AUTOROUTE A20,03/12/1998,94983359.00,
,LANDESBANK BERLIN GLOBAL LOAN I,03/12/1998,50366641.00,
,CNA/ESCOTA AUTOROUTE A51 II,03/12/1998,8510509.00,
,CARGOLUX 747 FLEET II,01/12/1998,17070818.00,
,CARGOLUX 747 FLEET II,01/12/1998,12803114.00,
,CARGOLUX 747 FLEET II,01/12/1998,12803114.00,
,CARGOLUX 747 FLEET II,01/12/1998,12803114.00,
,CARGOLUX 747 FLEET II,01/12/1998,12803114.00,
,CARGOLUX 747 FLEET II,01/12/1998,6188172.00,
,CARGOLUX 747 FLEET II,01/12/1998,2987393.00,
,CARGOLUX 747 FLEET II,01/12/1998,8535409.00,
,CARGOLUX 747 FLEET II,01/12/1998,6188172.00,
,METRO DE MADRID II,01/12/1998,77971307.00,
,NORTHERN GERMAN STATE BANKS GL VI,01/12/1998,71086063.00,
,BOC GASES PROJECT,01/12/1998,30000000.00,
,WESTLB GL XII,30/11/1998,23216351.00,
,WESTLB GL XII,30/11/1998,28373276.00,
,SAS FLEET RENEWAL II,30/11/1998,51212455.00,
,SIDMAR ENVIRONMENT GHENT (B),30/11/1998,61752486.00,
,RAILWAYS PROJECT,30/11/1998,34000000.00,
,GLAVERBEL MODERNISATION (B),30/11/1998,37051492.00,
,FERROCARRIL DE ARGANDA,30/11/1998,57578811.00,
,BARRAGE DE TAKSEBT II,29/11/1998,30000000.00,
,LINHA DO MINHO,26/11/1998,74523793.00,
,ALMADA MUNICIPAL INFRASTRUCTURE,26/11/1998,13414283.00,
,ALMADA MUNICIPAL INFRASTRUCTURE,26/11/1998,8942855.00,
,BRISA XI,26/11/1998,54650782.00,
,TRAVESSIA FERROVIARIA TEJO,26/11/1998,99365057.00,
,THFC URBAN RENEWAL,26/11/1998,25364561.00,
,THFC URBAN RENEWAL,26/11/1998,38409193.00,
,METROPOLITANO DE LISBOA IV,26/11/1998,168920597.00,
,DONAUKRAFT HYDRO POWER (AUSTRIA),25/11/1998,40000000.00,
,FIH MEZZANIN KAPITAL,25/11/1998,6566138.00,
,FIH GL XII,25/11/1998,20100422.00,
,CDB GL V,25/11/1998,50000000.00,
,IKB GLOBAL LOAN X,24/11/1998,15287325.00,
,E18 ROAD PAIMIO-MUURLA,24/11/1998,50221224.00,
,SNIM V (TO 14),24/11/1998,15000000.00,
,MDR LANDESFUNKHAUS DRESDEN,23/11/1998,10191550.00,
,MDR LANDESFUNKHAUS DRESDEN,23/11/1998,20383100.00,
,BOLIVIA-BRAZIL GAS PIPELINE PROJECT,23/11/1998,55000000.00,
,MANNHEIM ABWASSER,20/11/1998,27771974.00,
,BRUCK ABWASSER,20/11/1998,14485301.00,
,NORTHERN GERMAN STATE BANKS GL VI,20/11/1998,35007975.00,
,TYROLEAN FLEET MODERNISATION,20/11/1998,50481274.00,
,TELECOM ITALIA,19/11/1998,25776650.00,
,SUDWESTLB GLOBAL LOAN IV,19/11/1998,37046285.00,
,RUHRVERBAND ABWASSER,19/11/1998,25529833.00,
,AEM CENTRALE PONT VENTOUX 1&2,19/11/1998,28354316.00,
,CERAMICHE PIEMME,18/11/1998,5155330.00,
,SGHI II,18/11/1998,500.00,
,COMPETITIVE UPGRADING EGYPT ENTERPRISE,17/11/1998,25000000.00,
,TRAMWAY D'ORLEANS,16/11/1998,15197337.00,
,TRAMWAY D'ORLEANS,16/11/1998,30394675.00,
,LUSITANIAGAS  II,16/11/1998,14904759.00,
,TELECOM NAMIBIA II,16/11/1998,10000000.00,
,COMMERZBANK GLOBAL LOAN VI (D),13/11/1998,92488318.00,
,RZB RURAL SCHEMES GL,13/11/1998,16836265.00,
,RIVERBANK AND COASTLINE PROTECTION,13/11/1998,25000000.00,
,INVESTKREDIT GLOBAL LOAN II,12/11/1998,17643058.00,
,KFW GLOBAL LOAN X,11/11/1998,358691609.00,
,DEUTSCHE BANK GLOBAL LOAN III,10/11/1998,75417471.00,
,TELECOM ITALIA,09/11/1998,51553301.00,
,COPENHAGEN AIRPORT II (DK),09/11/1998,20100422.00,
,BANCA POPOLARE DI VERONA PG V,09/11/1998,25776650.00,
,CONTAINER TERMINAL BREMERHAVEN,06/11/1998,41275778.00,
,WATER SUPPLY PROVINCE N. HOLLAND (NL),06/11/1998,135569323.00,
,NAM.-SOUTH AFR 400KV INTERCONN.(NAM),05/11/1998,55000000.00,
,HELABA GL V,04/11/1998,28434425.00,
,HELABA GL V,04/11/1998,28434425.00,
,AEM CENTRALE PONT VENTOUX 1&2,04/11/1998,69596956.00,
,BANCO ADEMI GL III,04/11/1998,3000000.00,
,BANCO ADEMI GL III,04/11/1998,1000000.00,
,PG SOCIETE GENERALE II,04/11/1998,75986687.00,
,SETGAS II,03/11/1998,22357138.00,
,E4 KEMI-TORNIO - ARCTIC ROAD,03/11/1998,25110612.00,
,STVA WAGONS,03/11/1998,21276272.00,
,TELEFONICA IV,30/10/1998,239911712.00,
,BAYERISCHE VEREINSBANK GL I,30/10/1998,49530934.00,
,HOCHSCHULEN THURINGEN,30/10/1998,28893045.00,
,LEASAFRIC II,29/10/1998,3000000.00,
,DANIELI MECCANICHE II,29/10/1998,25776650.00,
,MCC - DUCATO LEASING PG,29/10/1998,51553301.00,
,SAARLAND INDUSTRY FRAMEWORK-SUPPLIER P,28/10/1998,25478875.00,
,SAARLAND INDUSTRY FRAMEWORK - GL,28/10/1998,15796903.00,
,CARISBO PG IV,28/10/1998,51553301.00,
,ULSTER BANK GL II,27/10/1998,72470175.00,
,TELECOM ITALIA,27/10/1998,128883252.00,
,HAMBURG ABWASSER,27/10/1998,50957751.00,
,PPC TRANSMISSION & DISTRIBUTION II,27/10/1998,32532829.00,
,UGANDA LEASING COMPANY,27/10/1998,600.00,
,UGANDA LEASING COMPANY,27/10/1998,1200000.00,
,BANCA COMMERCIALE ITALIANA GL II,27/10/1998,25776650.00,
,BOREALIS CHEMICALS STENUNGSUND,26/10/1998,54224995.00,
,WEST BANK WATER,25/10/1998,30000000.00,
,BETHLEHEM HOTEL,25/10/1998,12000000.00,
,GWB-WEST ROADS REHABILITATION,25/10/1998,20000000.00,
,KOMMUNEKREDIT GL III,23/10/1998,8683382.00,
,GL FOR PRIVATE ENTERPRISES II,23/10/1998,70.00,
,GL FOR PRIVATE ENTERPRISES II,23/10/1998,6930000.00,
,GL FOR PRIVATE ENTERPRISES II,23/10/1998,3000000.00,
,BESCL GL II,23/10/1998,9936506.00,
,SIV ADVANCED WINDSCREENS,22/10/1998,18043655.00,
,HELABA GL V,20/10/1998,41657961.00,
,VA TECH RESEARCH AND DEVELOPMENT,19/10/1998,49825090.00,
,CREDIOP PG VII,19/10/1998,154659903.00,
,BARCLAYS BANK GL VII,16/10/1998,217410525.00,
,GREEK HEALTH SECTOR FRAMEWORK LOAN,16/10/1998,70000000.00,
,GROUPE BNP PG,16/10/1998,75986687.00,
,IKB GLOBAL LOAN X,15/10/1998,17325635.00,
,MUN OF BUDAPEST - ENV & INFRA,15/10/1998,110000000.00,
,K & H BANK GL,15/10/1998,30000000.00,
,VEM INDUSTRIE MODERNISIERUNG,15/10/1998,50957751.00,
,BA HEATHROW CARGO CENTRE,14/10/1998,28988070.00,
,WESTLB GL XII,13/10/1998,25478875.00,
,SUDWESTLB GLOBAL LOAN IV,13/10/1998,25478875.00,
,BERLINER WASSERBETRIEBE,13/10/1998,50957751.00,
,TGV BELGE PHASE II 1 & 2 (TEN),12/10/1998,84946720.00,
,MEDIO AMBIENTE URBANO BALEARES,08/10/1998,12453217.00,
,DTS EXPRESSWAY PROJECT,08/10/1998,100000000.00,
,INST. BALEAR DE SANEAM. II (GA INF III,08/10/1998,13495034.00,
,BOAD PG III,07/10/1998,20000000.00,
,LA CAIXA GL III,07/10/1998,59977928.00,
,LESOTHO HIGHLANDS WATER PROJ./TRANCHEB,07/10/1998,10000000.00,
,AEROPORT DE LA REUNION II,06/10/1998,7598669.00,
,SEK GL II,06/10/1998,10827605.00,
,TGV BELGE PHASE II 1 & 2 (TEN),05/10/1998,99989626.00,
,TGV BELGE PHASE II 1 & 2 (TEN),05/10/1998,99989626.00,
,COMMERZBANK GLOBAL LOAN VI (D),05/10/1998,49989554.00,
,CTRL PHASE 2 - SECTION 2 - PPP,02/10/1998,289880700.00,
,KRAKOW URBAN TRANSPORT PROJECT,02/10/1998,45000000.00,
,TELE DANMARK V,30/09/1998,55478134.00,
,TELE DANMARK V,30/09/1998,42670383.00,
,GASCO-PIPELINES PROJECT,30/09/1998,50000000.00,
,KOMMUNINVEST GL,29/09/1998,7697414.00,
,PG CLF DEXIA INFRA III,29/09/1998,377039217.00,
,NETRA,28/09/1998,131439924.00,
,MERCATO ORTOFRUTTICOLO FONDI,28/09/1998,15394247.00,
,TELECOM ITALIA,25/09/1998,64142694.00,
,METRO DE MADRID,25/09/1998,59558552.00,
,ELECTRICITE III,24/09/1998,2000000.00,
,PPC - POWER GENERATION,24/09/1998,50964503.00,
,DISTRIGAS TRANSIT REINFORCEMENT (TEN),23/09/1998,50570295.00,
,TRANSIT ROADS III,23/09/1998,60000000.00,
,BAYERISCHE LANDESBANK GL II (D),22/09/1998,25276909.00,
,HAREL BELLE-VUE BAGASSE ENERGY,21/09/1998,10000000.00,
,DFL VII,21/09/1998,2000000.00,
,DFL VII,21/09/1998,8000000.00,
,HALDOR TOPSOEE CATALYSTS,17/09/1998,13391731.00,
,DEUTSCHE BANK GL II,15/09/1998,27853637.00,
,BANCO ADEMI GL III,15/09/1998,6000000.00,
,MALMO INFRASTRUCTURES (S),11/09/1998,20602745.00,
,FILSAH,08/09/1998,1000000.00,
,EFIBANCA PG XV,08/09/1998,25657078.00,
,FEDHA FUND LTD. (TANZANIA),08/09/1998,2000000.00,
,AIDBANK GL II,03/09/1998,3000000.00,
,ZESCO VICFALLS PROJECT,03/09/1998,20500000.00,
,TANZANIA-AVIATION SAFETY AND SECURITY,03/09/1998,12800000.00,
,ZESCO KARIBA NORTH,03/09/1998,21000000.00,
,ETHIOPIA - GILGEL GIBE POWER PROJECT,01/09/1998,41000000.00,
,FALKIRK SCHOOLS (SCOTLAND) PFI - PPP,28/08/1998,56305449.00,
,BANK AUSTRIA,27/08/1998,10000000.00,
,LLOYDS BANK GL,18/08/1998,38044223.00,
,LONDON UNDERGROUND POWER PPP,13/08/1998,187177575.00,
,ONE-2-ONE MOBILE TELEPHONY,13/08/1998,304353781.00,
,SONAE RETAIL,10/08/1998,24694041.00,
,FLUGHAFEN KOLN/BONN,31/07/1998,35387672.00,
,URBAN RENEWAL POTSDAMER PLATZ BERLIN,31/07/1998,202215268.00,
,RICOSTRUZIONE TERREMOTO UMBRIA-MARCHE,31/07/1998,57317912.00,
,CSF II FRMWK LOAN INFRASTRUCTURE 1&2,31/07/1998,90000000.00,
,EDUCACION DE GALICIA (BEI/EEA),31/07/1998,29779276.00,
,MEDIO AMBIENTE URBANO BALEARES,30/07/1998,16676395.00,
,JUNTA DE SANEAMIENTO DE CATALUNA III,29/07/1998,23823421.00,
,BANCA POP. EMILIA ROMAGNA PG III,28/07/1998,25657078.00,
,BY-PASS FARCHANT,28/07/1998,73565915.00,
,BNP GL V,28/07/1998,44977107.00,
,GPE III - KENYA,27/07/1998,10000000.00,
,BRISA XI,27/07/1998,54326890.00,
,MADEIRA AIRPORT II,27/07/1998,74082123.00,
,CP III LINHA DO NORTE (TEN),27/07/1998,73094361.00,
,VALORSUL THERMAL WASTE DISPOSAL,27/07/1998,41979869.00,
,ROADS REHABILITATION III,24/07/1998,225000000.00,
,A2 MOTORWAY BERLIN-WARS -POZNAN BYPASS,23/07/1998,130000000.00,
,A4 - EXTENSION,23/07/1998,150000000.00,
,BANCA POPOLARE DI VERONA PG V,23/07/1998,25657078.00,
,SANIDAD DE GALICIA,23/07/1998,48242427.00,
,FYROM ROADS,23/07/1998,70000000.00,
,INSTITUT CATALA DE FINANCES PG II,22/07/1998,17867566.00,
,EDUCACION DE GALICIA (BEI/EEA),22/07/1998,29779276.00,
,TELECOM ITALIA,21/07/1998,76971233.00,
,TELECOM ITALIA,21/07/1998,76971233.00,
,ECFI II GL,21/07/1998,20000000.00,
,TRENO ALTA VELOCITA-TAV (TEN) /PHASE I,20/07/1998,256570778.00,
,HELSINKI-SEINAJOKI RAILWAY LINE,20/07/1998,49899536.00,
,VIAG INTERKOM,20/07/1998,179971589.00,
,VIAG INTERKOM,20/07/1998,184015894.00,
,VIAG INTERKOM,20/07/1998,128406695.00,
,HAMBURG MUELLVERBRENNUNG,20/07/1998,25276909.00,
,MEDIOCREDITO LOMBARDO PG X,20/07/1998,25657078.00,
,BANCA POPOLARE DI NOVARA PG,16/07/1998,15394247.00,
,SNS BANK GL (NL),16/07/1998,44844457.00,
,HELABA GL V,15/07/1998,25276909.00,
,CCF PG V,15/07/1998,105570981.00,
,MERCEDES-BENZ A-CLASS MERCOSUL,14/07/1998,70000000.00,
,ELECTRICITY TRANSMISSION (STEG),14/07/1998,45000000.00,
,AGUAS CORDOBESAS,13/07/1998,36830000.00,
,MOZAL ALUMINIUM SMELTER,13/07/1998,38000000.00,
,BANK OF IRELAND GL IV,13/07/1998,63655669.00,
,COMMERZBANK GLOBAL LOAN,10/07/1998,10000000.00,
,BANK AUSTRIA GLOBAL LOAN,10/07/1998,10000000.00,
,HELABA GL V,10/07/1998,25276909.00,
,HYPOVEREINSBANK CZ A.S. GLOBAL LOAN,10/07/1998,10000000.00,
,TELECOM ITALIA,09/07/1998,76088445.00,
,TELECOM ITALIA,09/07/1998,153942467.00,
,ABWASSERVERBAND SAAR,09/07/1998,10775041.00,
,WESTSACHSISCHE ENERGIE,09/07/1998,25620674.00,
,BNP LEASE PG,09/07/1998,75407843.00,
,GROUPE BNP PG,09/07/1998,150815687.00,
,MARANATHA FERROCHROME,07/07/1998,500.00,
,MARANATHA FERROCHROME,07/07/1998,2800000.00,
,CNA/SANEF A 29 III,06/07/1998,22622353.00,
,CNA/SANEF A16 II (BEI/ED),06/07/1998,67867059.00,
,WATER SUPPLY JAKARTA EAST,06/07/1998,45000000.00,
,SNCI GL II (L),02/07/1998,8579546.00,
,AMBIENTE URBANO FIRENZE,02/07/1998,51314156.00,
,DEUTSCHE BANK GL II,01/07/1998,37866073.00,
,TELECOM ITALIA,30/06/1998,153214439.00,
,RAILWAYS MODERNISATION,30/06/1998,200000000.00,
,AARHUS DISTRICT HEATING & WASTE TREAT.,30/06/1998,37644088.00,
,VOLVO SAFETY CENTRE GOTEBORG (S),30/06/1998,40801005.00,
,KFW GLOBAL LOAN X,29/06/1998,149020092.00,
,MESSEHALLEN BERLIN II,29/06/1998,37253135.00,
,MESSEHALLEN BERLIN II,29/06/1998,37253135.00,
,MESSEHALLEN BERLIN II,29/06/1998,37253135.00,
,MESSEHALLEN BERLIN II,29/06/1998,37253135.00,
,TUNINVEST INTERNATIONAL FUND,29/06/1998,4125000.00,
,HELABA GL V,26/06/1998,50342074.00,
,FOMENTO - CARRETERAS XIII,25/06/1998,237225412.00,
,FOMENTO INFRA. FERROVIARIA II 1 & 2,25/06/1998,157754899.00,
,BANCO SANTANDER GL VI,24/06/1998,118612706.00,
,JORDAN INVESTMENT TRUST PROJECT,24/06/1998,1400000.00,
,SUDWESTLB GLOBAL LOAN IV,22/06/1998,15102622.00,
,BBV GL IV,22/06/1998,118612706.00,
,MOZAL ALUMINIUM SMELTER,22/06/1998,19000000.00,
,ROADS PROJECT,19/06/1998,40000000.00,
,LENZING RESTMULLKESSEL,18/06/1998,13595415.00,
,VATTENFALL POWER DISTRIBUTION,18/06/1998,154391004.00,
,VEREINSBANK RIGA GLOBAL LOAN,18/06/1998,10000000.00,
,GREAT BELT LINK 4 (TEN) PPP,17/06/1998,73042739.00,
,TAPADA COMBINED-CYCLE POWER STATION,17/06/1998,62907609.00,
,HELABA GL V,17/06/1998,25171037.00,
,FINNISH ROADS,16/06/1998,57969201.00,
,SOGEM-SYSTEME HYDROELEC. MANANTALI,16/06/1998,30000000.00,
,CNCA AGENCE DE L'EAU SEINE NORMANDIE P,15/06/1998,30049793.00,
,ANA AIRPORTS AND ATC II,15/06/1998,34402599.00,
,ANA AIRPORTS AND ATC II,15/06/1998,34402599.00,
,CNCA PG VIII (INFRA/PME),15/06/1998,150248963.00,
,ROISSY-CDG TROISIEME PISTE,15/06/1998,75124481.00,
,DBWS GL III,15/06/1998,2000000.00,
,ATTM,12/06/1998,5000000.00,
,HIGHWAYS II,11/06/1998,130000000.00,
,AMMAN WATER REHABILITATION II,11/06/1998,40000000.00,
,BAYERISCHE LANDESBANK GL,10/06/1998,25171037.00,
,AQUAFIN WASTE WATER III,09/06/1998,73214482.00,
,NAGA HAMMADI DAM,09/06/1998,75000000.00,
,FINNISH POWER GRID,09/06/1998,36160066.00,
,FINNISH POWER GRID,09/06/1998,41467966.00,
,PUMPING STATIONS REHABILITATION,09/06/1998,20000000.00,
,TELECOM ITALIA,08/06/1998,35750036.00,
,ANSDK II,08/06/1998,75000000.00,
,CABLE AND WIRELESS PANAMA,08/06/1998,50000000.00,
,BBL GL VII,04/06/1998,48809655.00,
,HALDOR TOPSOEE CATALYSTS,04/06/1998,13076367.00,
,HALDOR TOPSOEE CATALYSTS,04/06/1998,13076367.00,
,SCORPION ZINC FEASIBILITY STUDY,04/06/1998,2000000.00,
,ELECTRICA FENOSA IV,04/06/1998,59306353.00,
,MEDIOCREDITO DI ROMA PG III,03/06/1998,51071480.00,
,IKB GLOBAL LOAN X,02/06/1998,26889716.00,
,NESJAVELLIR GEOTHERMAL POWER (EFTA),02/06/1998,31883566.00,
,ICO - PARTECSA SEVILLA,02/06/1998,19513464.00,
,BCH GL IV,02/06/1998,118612706.00,
,BANCO DI NAPOLI PG X,01/06/1998,30642888.00,
,LESOTHO HIGHLANDS WATER PROJ/1B (RSA),29/05/1998,45000000.00,
,FINNISH RAILWAYS II,28/05/1998,58055152.00,
,BERLIN ADLERSHOF INFRASTRUKTUR,28/05/1998,6041049.00,
,CZECH MOTORWAYS,27/05/1998,230000000.00,
,SIT TRUCIOLARI,27/05/1998,31664317.00,
,HELSINKI-VANTAA AIRPORT,27/05/1998,107816712.00,
,UNIVERSIDADES DE PORTUGAL,26/05/1998,125815219.00,
,LESOTHO HIGHLANDS WATER PROJ./1B(LES.),25/05/1998,44000000.00,
,BPI GLOBAL LOAN XI,25/05/1998,49248267.00,
,CREDITO BERGAMASCO PG,25/05/1998,25535740.00,
,ZANUSSI ROVIGO,20/05/1998,40857184.00,
,COMMERZBANK GLOBAL LOAN V,20/05/1998,75513112.00,
,HELABA GL V,20/05/1998,25171037.00,
,TGV BELGE PHASE II 1 & 2 (TEN),20/05/1998,78221188.00,
,ICO GL VI,20/05/1998,118612706.00,
,GRAN TEATRO DEL LICEO BARCELONA,20/05/1998,51106692.00,
,METSAE-BOTNIA PULP,19/05/1998,24880780.00,
,METSAE-BOTNIA PULP,19/05/1998,49761559.00,
,SOL INDUSTRIAL GAS FELUY (B),19/05/1998,12640191.00,
,HERFORD ABWASSER,18/05/1998,5034207.00,
,BAYERISCHE LANDESBANK GL,15/05/1998,50342074.00,
,BERLINER GASWERKE,15/05/1998,22653933.00,
,HELLENIC NATURAL GAS II (TEN),15/05/1998,100000000.00,
,ROLO BANCA 1473 PG V,15/05/1998,127678699.00,
,PG FEC II,13/05/1998,33744092.00,
,RINASCENTE MEZZOGIORNO,12/05/1998,25535740.00,
,TOKYO-MITSUBISHI INWARD INVESTMENT GL,12/05/1998,78221188.00,
,VIDRIERIA TARRAGONA,11/05/1998,29653176.00,
,GWB-ELECTRICITY DISTRIBUTION REHAB.,11/05/1998,35000000.00,
,GESUNDHEITSFURSORGE BERLIN I,11/05/1998,192105356.00,
,GESUNDHEITSFURSORGE BERLIN I,11/05/1998,157167956.00,
,PARC EOLIEN DE TETOUAN,11/05/1998,20000000.00,
,CARISBO PG III,11/05/1998,20428592.00,
,SATELITE HISPASAT II,07/05/1998,68000000.00,
,EAC TRANSMISSION SYSTEM EXPANSION,07/05/1998,30000000.00,
,BANCA CARIGE PG II,05/05/1998,25535740.00,
,MANNHEIM ABWASSER,04/05/1998,15102622.00,
,TELECOM ITALIA,04/05/1998,51071480.00,
,PORTERBROOK ROLLING STOCK FIN. PPP,01/05/1998,172086613.00,
,STUTTGART INFRASTRUKTUR,30/04/1998,10068415.00,
,LENZING RESTMULLKESSEL,30/04/1998,15105221.00,
,AIRBUS A 340 (IBERIA) - 3,30/04/1998,73407794.00,
,AIRBUS A 340 (IBERIA) - 3,30/04/1998,73407794.00,
,SETGAS (AUT.GL.INFRA III),28/04/1998,5897588.00,
,ARAB POTASH COMPANY I,28/04/1998,43000000.00,
,RESTRUCTURATION COMPETITIVE DES E M,23/04/1998,44525356.00,
,RESTRUCTURATION COMPETITIVE DES E M,23/04/1998,426.00,
,ONE - TRANSPORT D'ELECTRICITE,23/04/1998,75000000.00,
,INVESTKREDIT GLOBAL LOAN II,23/04/1998,18346693.00,
,BBL GL VII,21/04/1998,48809655.00,
,WANSDORF ABWASSER,21/04/1998,16612885.00,
,WANSDORF ABWASSER,21/04/1998,13592360.00,
,DANISH MOTORWAYS III (TEN),21/04/1998,30762484.00,
,PPC - BIG LAVRION COMBINED CYCLE,17/04/1998,31981672.00,
,NORTHERN GERMAN STATE BANKS GL V,15/04/1998,37253135.00,
,COMMERZBANK GLOBAL LOAN V,14/04/1998,50342074.00,
,NORDFORBRAENDING WASTE INCINERAT. PLAN,14/04/1998,22527702.00,
,BUDAPEST METRO,09/04/1998,50000000.00,
,TRENO ALTA VELOCITA-TAV (TEN) /PHASE I,09/04/1998,357500358.00,
,TELECOM PORTUGAL V 1&2,09/04/1998,44231913.00,
,ISUZU DIESEL ENGINE PLANT PROJECT,07/04/1998,110000000.00,
,AMSTERDAM URBAN DEVELOPMENT (NL),03/04/1998,223304006.00,
,GREAT BELT LINK 4 (TEN) PPP,03/04/1998,137962279.00,
,WASSERVERBAND LAUSITZ,01/04/1998,10068415.00,
,ONAS III,31/03/1998,40000000.00,
,NEW ATHENS INTERN. AIRPORT (TEN) (PPP),30/03/1998,30359456.00,
,MEDIO AMBIENTE URBANO BALEARES,27/03/1998,66910412.00,
,MEDIO AMBIENTE URBANO BALEARES,27/03/1998,5481277.00,
,PG DEXIA/CLF INFRASTRUCTURE II,27/03/1998,302473934.00,
,WEST BANK & GAZA INVESTMT GUARTEE FUND,26/03/1998,5000000.00,
,ABN-AMRO BANK GLOBAL LOAN,26/03/1998,10000000.00,
,TRAMWAY DE MONTPELLIER,24/03/1998,9074218.00,
,GARDALAND VERONA,24/03/1998,10298502.00,
,MIP FRIGO,24/03/1998,1000000.00,
,AST ACCIAI SPECIALI,24/03/1998,3089551.00,
,AST ACCIAI SPECIALI,24/03/1998,22656705.00,
,GARDALAND VERONA,23/03/1998,20597004.00,
,COMMERZBANK GLOBAL LOAN V,20/03/1998,126497733.00,
,LIAISON ROUTIERE E40-E25 (EIB/ED),20/03/1998,78493898.00,
,AUTOROUTE A8 (EIB/ED),20/03/1998,33727847.00,
,ATC NETHERLANDS 1&2,20/03/1998,22447495.00,
,PUERTO DE VALENCIA 1 & 2,16/03/1998,31394126.00,
,BMW ROVER UK,16/03/1998,74990064.00,
,THAMES WATER III,16/03/1998,187475160.00,
,MEDIO AMBIENTE URBANO BALEARES,13/03/1998,17922432.00,
,QUARELLA VERONA,11/03/1998,2574626.00,
,QUARELLA VERONA,10/03/1998,2574626.00,
,NORTHERN COASTAL HIGHWAY,10/03/1998,5000000.00,
,MOL REFINING & DISTRIBUTION 1 & 2,09/03/1998,125000000.00,
,MESSEHALLEN BERLIN II,09/03/1998,24622430.00,
,MESSEHALLEN BERLIN II,09/03/1998,24629817.00,
